Category;Category 2;AGB Code;CIQUAL Code;French name;English name;Recipe name;Recipe LCI name;Recipe origin;Proxy from another recipe
boissons;boissons sans alcool; 18015;18015;Boisson au thé, aromatisée, sucrée, avec édulcorants;Still soft drink with tea extract, with sugar and artificial sweetener(s);Still soft drink with tea extract, flavoured, with sugar;Still soft drink with tea extract, flavoured, with sugar, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
viandes, œufs, poissons;charcuteries; 30742;30742;Saucisse de Strasbourg ou Knack;Strasbourg sausage;Strasbourg sausage;Strasbourg sausage, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23491;23491;Tarte aux fraises;Strawberries tart;Strawberries tart;Strawberries tart, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;fruits; 0003;3;Coulis de fraise;Strawberry, coulis;Strawberry, coulis;Strawberry, coulis, recipe, at plant {FR} U;"GINGKO21 for Agribalyse - see specific report ""Agribalyse 3.1 Repports spécifiques aux 50 nouveaux ICV créés""";
entrées et plats composés;plats composés; 25106;25106;Chou farci;Stuffed cabbage;Stuffed cabbage;Stuffed cabbage, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25103;25103;Tomate farcie;Stuffed tomatoes;Stuffed tomatoes;Stuffed tomatoes, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25511;25511;Légumes farcis (sauf tomate);Stuffed vegetables (excluding tomato);Stuffed vegetables (excluding tomato);Stuffed vegetables (excluding tomato), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;chocolats et produits à base de chocolat; 31042;31042;Cacahuètes enrobées de chocolat dragéifiées;Sugar and chocolate coated peanut;Chocolate confectionery, filled with nuts and/or praline;Chocolate confectionery, filled with nuts and/or praline, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;sucres, miels et assimilés; 31044;31044;Sucre vanillé;Sugar, vanilla flavoured;Sugar, vanilla flavoured;Sugar, vanilla flavoured, recipe, at plant {FR} U;Agribalyse;
produits sucrés;confiseries non chocolatées; 31036;31036;Dragée amande;Sugar-coated almond;Sugar-coated almond;Sugar-coated almond, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 26239;26239;Surimi, fourré au fromage;Surimi, filled w cheese;Surimi, on sticks, in slices or grated, crab flavour;Surimi, on sticks, in slices or grated, crab flavour, recipe, at plant {FR} U;Retailer for Agribalyse;
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 26046;26046;Surimi, bâtonnets, tranche ou râpé saveur crabe;Surimi, on sticks, in slices or grated, crab flavour;Surimi, on sticks, in slices or grated, crab flavour;Surimi, on sticks, in slices or grated, crab flavour, recipe, at plant {FR} U;Retailer for Agribalyse;
entrées et plats composés;plats composés; 25456;25456;Sushi ou Maki aux produits de la mer;Sushi or maki with seafood products;Sushi or maki with seafood products;Sushi or maki with seafood products, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7421;7421;Pain grillé suédois aux fruits;Swedish toast, with fruits;Sandwich loaf, multigrain;Sandwich loaf, multigrain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7409;7409;Pain grillé suédois aux graines de lin;Swedish toast, with linseeds;Sandwich loaf, multigrain;Sandwich loaf, multigrain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;sauces; 11163;11163;Sauce aigre douce, préemballée;Sweet and sour sauce, prepacked;Sweet and sour sauce, prepacked;Sweet and sour sauce, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;pommes de terre et autres tubercules; 4103;4103;Patate douce, purée, cuisinée à la crème;Sweet potato, puree, cooked with cream;Sweet potato, puree, cooked with cream;Sweet potato, puree, cooked with cream, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
boissons;boissons sans alcool; 18058;18058;Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau;Syrup (mint, strawberries flavouredetc.), with sugar diluted in water;Syrup, with sugar (to be diluted);Syrup, with sugar (to be diluted), recipe, at plant {FR} U;Agribalyse;
boissons;boissons sans alcool; 18017;18017;Sirop à diluer, sucré;Syrup, with sugar (to be diluted);Syrup, with sugar (to be diluted);Syrup, with sugar (to be diluted), recipe, at plant {FR} U;Agribalyse;
entrées et plats composés;salades composées et crudités; 26269;26269;Taboulé ou Salade de couscous au poulet, préemballé;Tabbouleh with chicken, prepacked;Tabbouleh with chicken, prepacked;Tabbouleh with chicken, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;salades composées et crudités; 25608;25608;Taboulé ou Salade de couscous, préemballé;Tabbouleh, prepacked;Tabbouleh, prepacked;Tabbouleh, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;fruits à coque et graines oléagineuses; 15203;15203;Tahin ou Purée de sésame;Tahini (sesame paste);Tahini (sesame paste);Tahini (sesame paste), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;condiments; 11043;11043;Tapenade;Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice;Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice;Tapenade (a puree of capers, pitted black olives, anchovy and herbs, with olive oil and lemon juice, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;produits à base de poissons et produits de la mer; 8293;8293;Tarama, préemballé;Taramasalata, prepacked;Taramasalata, prepacked;Taramasalata, prepacked, recipe, at plant {FR} U;Retailer for Agribalyse;
aides culinaires et ingrédients divers;sauces; 11051;11051;Sauce tartare, préemballée;Tartare sauce, prepacked;Sauce, pepper, prepacked;Sauce, pepper, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats composés; 25137;25137;Tartiflette;Tartiflette (cheese fondue);Tartiflette (cheese fondue);Tartiflette (cheese fondue), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;gâteaux et pâtisseries; 23496;23496;Tarte Tatin aux pommes;Tatin tart (caramelized upside-down apple tart);Tatin tart (caramelized upside-down apple tart);Tatin tart (caramelized upside-down apple tart), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;farines et pâtes à tarte; 23402;23402;Pâte à pizza fine, crue;Thin-crust pizza shell, raw;Thin-crust pizza shell, raw;Thin-crust pizza shell, raw, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
fruits, légumes, légumineuses et oléagineux;légumes; 20265;20265;Julienne ou brunoise de légumes, surgelée, crue;Thinly-shredded or diced vegetables, frozen, raw;Thinly-shredded or diced vegetables, frozen, raw;Thinly-shredded or diced vegetables, frozen, raw, recipe, at plant {FR} U;Agribalyse - adapted from Open Food Facts;
lait et produits laitiers;produits laitiers frais et assimilés; 19698;19698;Tiramisu, rayon frais;Tiramisu, refrigerated;Tiramisu, refrigerated;Tiramisu, refrigerated, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits céréaliers;pains et viennoiseries; 7004;7004;Pain grillé, domestique;Toasted bread, home-made;Bread, home-made, with flour for home-made bread preparation;Bread, home-made, with flour for home-made bread preparation, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;sandwichs; 25542;25542;Croque-madame;Toasted ham sandwich topped with grated cheese and a fried egg;Toasted ham sandwich topped with grated cheese and a fried egg;Toasted ham sandwich topped with grated cheese and a fried egg, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Toasted ham sandwich topped with grated cheese
entrées et plats composés;sandwichs; 25400;25400;Croque-monsieur;Toasted ham sandwich topped with grated cheese;Toasted ham sandwich topped with grated cheese;Toasted ham sandwich topped with grated cheese, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
produits sucrés;chocolats et produits à base de chocolat; 31098;31098;Barre chocolat au lait avec nougat;Toblerone milk chocolate bar w nougat;Dark chocolate bar, with fruits (orange, raspberries, pear);Dark chocolate bar, with fruits (orange, raspberries, pear), recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
entrées et plats composés;plats végétariens; 25597_2;25597;Galette de tofu (steak végétal);Tofu patty (vegetable steak);Plant-based patty or steak from soybean and cheese;Plant-based patty or steak from soybean and cheese, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
viandes, œufs, poissons;substituts de viande; 20904;20904;Tofu, nature;Tofu, plain;Tofu, plain;Tofu, plain, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
viandes, œufs, poissons;substituts de viande; 20912;20912;Tofu fumé, préemballé;Tofu, smoked;Smoked tofu;Smoked tofu, recipe, at plant {FR} U;"ITERG for Agribalyse - see specific report ""PRODUCTION D'INVENTAIRES DE CYCLE DE VIE « SUBSTITUTS VEGETAUX » POUR LA BASE DE DONNEES AGRIBALYSE""";
aides culinaires et ingrédients divers;ingrédients divers; 37002;37002;Base de pizza tomatée;Tomato sauce for pizza base;Tomato sauce, with onions, prepacked;Tomato sauce, with onions, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
aides culinaires et ingrédients divers;sauces; 11208;11208;Sauce tomate au fromage, préemballée;Tomato sauce, w cheese, prepacked;Tomato sauce, w cheese, prepacked;Tomato sauce, w cheese, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Tomato sauce, with onions, prepacked
aides culinaires et ingrédients divers;sauces; 11177;11177;Sauce tomate aux champignons, préemballée;Tomato sauce, w mushrooms, prepacked;Tomato sauce, w mushrooms, prepacked;Tomato sauce, w mushrooms, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Tomato sauce, with onions, prepacked
aides culinaires et ingrédients divers;sauces; 11178;11178;Sauce tomate aux olives, préemballée;Tomato sauce, w olives, prepacked;Tomato sauce, w olives, prepacked;Tomato sauce, w olives, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";Tomato sauce, with onions, prepacked
aides culinaires et ingrédients divers;sauces; 11207;11207;Sauce tomate aux petits légumes, préemballée;Tomato sauce, w vegetables, prepacked;Tomato sauce, w vegetables, prepacked;Tomato sauce, w vegetables, prepacked, recipe, at plant {FR} U;"Agribalyse - adapted  from ANSES with the file ""Anses_Credoc_Recette_INCA3"" for Agribalyse, representative of home-made production";
